Unnamed: 0,Serie,Desde,Hasta,Localidad,Local,Habilitados,Accesible,Urb/Rur,file
181,DAH,3938,4376,Mldo. Nuevo,"Escuela No 87/91, simón del Pino c/ Caracara",400,S,N,planes_circuitales\Maldonado.pdf
182,DAH,4377,4794,Mldo. Nuevo,"Escuela No 93, Cno. de los Gauchos y Uruguay",400,S,N,planes_circuitales\Maldonado.pdf
183,DAH,4795,5215,Mldo. Nuevo,"Escuela No 93, Cno. de los Gauchos y Uruguay",400,S,N,planes_circuitales\Maldonado.pdf
184,DAH,5216,5631,Mldo. Nuevo,"Escuela No 93, Cno. de los Gauchos y Uruguay",400,S,N,planes_circuitales\Maldonado.pdf
185,DAH,5632,6049,Mldo. Nuevo,"Escuela No 93, Cno. de los Gauchos y Uruguay",400,S,N,planes_circuitales\Maldonado.pdf
186,DAH,6050,6465,Mldo. Nuevo,"Colegio Biarritz, Serafín J. García",400,S,N,planes_circuitales\Maldonado.pdf
187,DAH,6466,6871,Mldo. Nuevo,"Colegio Biarritz, Serafín J. García",400,S,N,planes_circuitales\Maldonado.pdf
188,DAH,6872,7284,Mldo. Nuevo,"Comunal Lomas-Santa Teresita, Calle Carmelo Colman",400,S,N,planes_circuitales\Maldonado.pdf
189,DAH,7285,7693,Mldo. Nuevo,"Municipio de Maldonado, Batalla del Cerrito",400,S,N,planes_circuitales\Maldonado.pdf
190,DAH,7694,8099,Mldo. Nuevo,"Municipio de Maldonado, Batalla del Cerrito",400,S,N,planes_circuitales\Maldonado.pdf
191,DAH,8100,8509,Mldo. Nuevo,"Centro Diurno, Bo. Odizzio",400,S,N,planes_circuitales\Maldonado.pdf
192,DAH,8510,8922,Mldo. Nuevo,"CURE, Calle Tacuarembó",400,S,N,planes_circuitales\Maldonado.pdf
193,DAH,8923,9388,Mldo. Nuevo,"CURE, Calle Tacuarembó",408,S,N,planes_circuitales\Maldonado.pdf
194,DAI,1,277,El Jagüel,"CURE, Calle Tacuarembó",245,S,N,planes_circuitales\Maldonado.pdf
195,DAI,278,533,El Jagüel,"CURE, Calle Tacuarembó",246,S,N,planes_circuitales\Maldonado.pdf
196,DAJ,1,395,Las Delicias,"Club de Leones Mldo., Calle Melvin Jones",371,S,N,planes_circuitales\Maldonado.pdf
197,DAJ,396,792,Las Delicias,"Of. de la Juventud, Honduras y Joaquín de Viana",371,S,N,planes_circuitales\Maldonado.pdf
198,DAJ,793,1172,Las Delicias,"CACESMA, Avda. España y 7 Cabritos",371,S,N,planes_circuitales\Maldonado.pdf
199,DAK,1,447,Cantegril,St. JosephMary College. Gral José de San Martín,400,S,N,planes_circuitales\Maldonado.pdf
200,DAK,448,879,Cantegril,St. JosephMary College. Gral José de San Martín,400,S,N,planes_circuitales\Maldonado.pdf
DAK,880,1294,Cantegril,Woodside School. Mercedes esq.  Louvre,400,S,N,,planes_circuitales\Maldonado.pdf
202,DAK,1295,1728,Cantegril,Woodside School. Mercedes esq.  Louvre,408,S,N,planes_circuitales\Maldonado.pdf
203,DAB,1,4143,Punta del Este,"Escuela No 5, Gorlero y Calle 23",407,S,N,planes_circuitales\Maldonado.pdf
204,DAB,4144,5358,Punta del Este,"Escuela No 5, Gorlero y Calle 23",397,S,N,planes_circuitales\Maldonado.pdf
205,DAB,5359,6545,Punta del Este,"Alcaldía de Punta del Este, Gorlero y Calle 20",397,S,N,planes_circuitales\Maldonado.pdf
206,DAB,6546,7506,Punta del Este,"Liga de fomento, Rambla. Pda. 1",397,S,N,planes_circuitales\Maldonado.pdf
207,DAB,7507,8431,Punta del Este,"Liga de fomento, Rambla. Pda. 1",397,S,N,planes_circuitales\Maldonado.pdf
208,DAB,8432,9298,Punta del Este,"Liga de fomento, Rambla. Pda. 1",397,S,N,planes_circuitales\Maldonado.pdf
209,DAB,9299,10110,Punta del Este,"Colegio El Mamboretá, Calle 30",397,S,N,planes_circuitales\Maldonado.pdf
210,DAB,10111,10781,Punta del Este,"Casa Parroquial, Calle El Faro",397,S,N,planes_circuitales\Maldonado.pdf
211,DAB,10782,11620,Punta del Este,"Liceo Punta del Este, Pda. 5",397,S,N,planes_circuitales\Maldonado.pdf
212,DAB,11621,12306,Punta del Este,"Liceo Punta del Este, Pda. 5",397,S,N,planes_circuitales\Maldonado.pdf
213,DAB,12307,12844,Punta del Este,"Liceo Punta del Este, Pda. 5",397,S,N,planes_circuitales\Maldonado.pdf
214,DAB,12845,13425,Punta del Este,"Liceo Punta del Este, Pda. 5",397,S,N,planes_circuitales\Maldonado.pdf
215,DAB,13426,13944,Punta del Este,"Liceo Punta del Este, Pda. 5",397,S,N,planes_circuitales\Maldonado.pdf
216,DAB,13945,14455,Punta del Este,"Liceo Punta del Este, Pda. 5",397,S,N,planes_circuitales\Maldonado.pdf
217,DAB,14456,14954,Punta del Este,"Liceo Punta del Este, Pda. 5",397,S,N,planes_circuitales\Maldonado.pdf
218,DAB,14955,15387,Punta del Este,"Liceo Punta del Este, Pda. 5",397,S,N,planes_circuitales\Maldonado.pdf
219,DAB,15388,15817,Punta del Este,"Liceo Punta del Este, Pda. 5",397,S,N,planes_circuitales\Maldonado.pdf
220,DAB,15818,16248,Punta del Este,"Liceo Punta del Este, Pda. 5",397,S,N,planes_circuitales\Maldonado.pdf
221,DAB,16249,16661,Punta del Este,"I.U.A.,  La Foret. Pda. 7",397,S,N,planes_circuitales\Maldonado.pdf
222,DAB,16662,17076,Punta del Este,"I.U.A.,  La Foret. Pda. 7",397,S,N,planes_circuitales\Maldonado.pdf
223,DAB,17077,17478,Punta del Este,"I.U.A.,  La Foret. Pda. 7",397,S,N,planes_circuitales\Maldonado.pdf
224,DAB,17479,17922,Punta del Este,"I.U.A.,  La Foret. Pda. 7",402,S,N,planes_circuitales\Maldonado.pdf
225,DAC,1,870,Los Ceibos,Escuela No 12,203,S,S,planes_circuitales\Maldonado.pdf
226,DBA,1,12285,San Carlos,"Municipio, Treinta y Tres y Sarandí",410,S,N,planes_circuitales\Maldonado.pdf
227,DBA,12286,14504,San Carlos,Sociedad Unión. L. Olivera y T. y Tres.,410,S,N,planes_circuitales\Maldonado.pdf
228,DBA,14505,15878,San Carlos,Museo Regional Carolino. L. Olivera y Reyles,400,S,N,planes_circuitales\Maldonado.pdf
229,DBA,15879,17076,San Carlos,"COFUEMA, Leonardo Olivera c/ Treinta y Tres",400,S,N,planes_circuitales\Maldonado.pdf
230,DBA,17077,18285,San Carlos,"Liceo No 1, Maurente y T. y Tres",400,S,N,planes_circuitales\Maldonado.pdf
231,DBA,18286,19183,San Carlos,"Liceo No 1, Maurente y T. y Tres",400,S,N,planes_circuitales\Maldonado.pdf
DBA,19184,20094,San Carlos,"Liceo No 1, Maurente y T. y Tres",400,S,N,,planes_circuitales\Maldonado.pdf
233,DBA,20095,20884,San Carlos,"Liceo No 1, Maurente y T. y Tres",400,S,N,planes_circuitales\Maldonado.pdf
234,DBA,20885,21762,San Carlos,"Liceo No 1, Maurente y T. y Tres (Hall)",400,S,N,planes_circuitales\Maldonado.pdf
235,DBA,21763,22818,San Carlos,"Liceo No 1, Maurente y T. y Tres (Hall)",400,S,N,planes_circuitales\Maldonado.pdf
236,DBA,22819,23485,San Carlos,"U.T.U., Alvariza c/ 18 de julio",400,S,N,planes_circuitales\Maldonado.pdf
237,DBA,23486,24211,San Carlos,"U.T.U., Alvariza c/ 18 de julio",400,S,N,planes_circuitales\Maldonado.pdf
238,DBA,24212,25028,San Carlos,"U.T.U., Alvariza c/ 18 de julio",400,S,N,planes_circuitales\Maldonado.pdf
239,DBA,25029,25652,San Carlos,"CA.CE.PA., 18 de julio 970",400,S,N,planes_circuitales\Maldonado.pdf
240,DBA,25653,26326,San Carlos,"Casa de la Cultura, 18 c/ Curbelo",400,S,N,planes_circuitales\Maldonado.pdf
241,DBA,26327,27035,San Carlos,"Hall Ex Cine S. Carlos, Sarandí entre 18 y T. y Tres",400,S,N,planes_circuitales\Maldonado.pdf
242,DBA,27036,27839,San Carlos,"Colegio HH.DD., 18 de julio c/ Maldonado",400,S,N,planes_circuitales\Maldonado.pdf
243,DBA,27840,28408,San Carlos,"Colegio HH.DD., 18 de julio c/ Maldonado",400,S,N,planes_circuitales\Maldonado.pdf
244,DBA,28409,29010,San Carlos,"Colegio HH.DD., 18 de julio c/ Maldonado",400,S,N,planes_circuitales\Maldonado.pdf
245,DBA,29011,29623,San Carlos,"Colegio HH.DD., 18 de julio c/ Maldonado",400,S,N,planes_circuitales\Maldonado.pdf
246,DBA,29624,30282,San Carlos,"B.P.S., 18 de Julio y Maldonado",400,S,N,planes_circuitales\Maldonado.pdf
247,DBA,30283,30992,San Carlos,"CACFIMM, Treinta y Tres c/ Rocha",400,S,N,planes_circuitales\Maldonado.pdf
248,DBA,30993,31534,San Carlos,"CACFIMM, Treinta y Tres c/ Rocha",400,S,N,planes_circuitales\Maldonado.pdf
249,DBA,31535,32146,San Carlos,"Escuela de Música, Treinta y Tres c/ Olivera",400,S,N,planes_circuitales\Maldonado.pdf
250,DBA,32147,32728,San Carlos,"Club Atlético Atenas, Avda. Rocha c/ Treinta y Treinta",400,S,N,planes_circuitales\Maldonado.pdf
251,DBA,32729,33327,San Carlos,"Club Atlético Atenas, Avda. Rocha c/ Treinta y Treinta",400,S,N,planes_circuitales\Maldonado.pdf
252,DBA,33328,33935,San Carlos,"Escuela No 3, 25 de agosto c/ Maldonado",400,S,N,planes_circuitales\Maldonado.pdf
253,DBA,33936,34513,San Carlos,"Escuela No 3, 25 de agosto c/ Maldonado",400,S,N,planes_circuitales\Maldonado.pdf
254,DBA,34514,35009,San Carlos,"Escuela No 3, Maldonado c/  25 de Agosto",400,S,N,planes_circuitales\Maldonado.pdf
255,DBA,35010,35507,San Carlos,"Escuela No 3, Maldonado c/  25 de Agosto",400,S,N,planes_circuitales\Maldonado.pdf
256,DBA,35508,36012,San Carlos,"AFUJE, 25 de agosto c/ Curbelo",400,S,N,planes_circuitales\Maldonado.pdf
257,DBA,36013,36533,San Carlos,"Colegio FINNI, 25 de agosto c/ Soler",400,S,N,planes_circuitales\Maldonado.pdf
258,DBA,36534,37058,San Carlos,"Colegio FINNI, 25 de agosto c/ Soler",400,S,N,planes_circuitales\Maldonado.pdf
259,DBA,37059,37515,San Carlos,"Asociación de Jubilados, 25 de agosto c/ Maurente",400,S,N,planes_circuitales\Maldonado.pdf
260,DBA,37516,37967,San Carlos,"Asociación de Jubilados, 25 de agosto c/ Maurente",400,S,N,planes_circuitales\Maldonado.pdf
261,DBA,37968,38440,San Carlos,"CE.DEM.CAR, Ejido y Maurente (Hall Piscina)",400,S,N,planes_circuitales\Maldonado.pdf
262,DBA,38441,38932,San Carlos,"CE.DEM.CAR, Ejido y Maurente (Hall Piscina)",400,S,N,planes_circuitales\Maldonado.pdf
DBA,38933,39428,San Carlos,"CE.DEM.CAR, Ejido y Maurente (Hall Piscina)",400,S,N,,planes_circuitales\Maldonado.pdf
264,DBA,39429,39916,San Carlos,"CE.DEM.CAR, Cont. Sarandí",400,S,N,planes_circuitales\Maldonado.pdf
265,DBA,39917,40383,San Carlos,"CE.DEM.CAR, Cont. Sarandí",400,S,N,planes_circuitales\Maldonado.pdf
266,DBA,40384,40826,San Carlos,"CE.DEM.CAR, Cont. Sarandí",400,S,N,planes_circuitales\Maldonado.pdf
267,DBA,40827,41273,San Carlos,"Instituto San Carlos, Rincón c/ Ituzaingó",400,S,N,planes_circuitales\Maldonado.pdf
268,DBA,41274,41701,San Carlos,"Instituto San Carlos, Rincón c/ Ituzaingó",400,S,N,planes_circuitales\Maldonado.pdf
269,DBA,41702,42117,San Carlos,"Instituto Educativo Carolino, Curbelo c/ Ramirez",400,S,N,planes_circuitales\Maldonado.pdf
270,DBA,42118,42530,San Carlos,"Instituto Educativo Carolino, Curbelo c/ Ramirez",400,S,N,planes_circuitales\Maldonado.pdf
271,DBA,42531,42972,San Carlos,"Instituto ANGLO, Carlos Reyles esq. Curbelo",409,S,N,planes_circuitales\Maldonado.pdf
272,DBB,1,989,Part. Norte,Escuela No 29,93,S,S,planes_circuitales\Maldonado.pdf
273,DBD,1,380,Lavagna,"Liceo No 2,  Avda. Rodó",343,S,N,planes_circuitales\Maldonado.pdf
274,DBD,381,762,Lavagna,"Liceo No 2,  Avda. Rodó",343,S,N,planes_circuitales\Maldonado.pdf
275,DBD,763,1118,Lavagna,"Escuela No 10, Cont. Avda. Rodó",343,S,N,planes_circuitales\Maldonado.pdf
276,DBD,1119,1472,Lavagna,"Escuela No 10, Cont. Avda. Rodó",344,S,N,planes_circuitales\Maldonado.pdf
277,DBE,1,351,La Cuchilla,"Escuela No 8, Carlos Reyles y Ceberio",320,S,N,planes_circuitales\Maldonado.pdf
278,DBE,352,699,La Cuchilla,"Escuela No 8, Carlos Reyles y Ceberio",320,S,N,planes_circuitales\Maldonado.pdf
279,DBE,700,1026,La Cuchilla,"Escuela No 98, Ruta 39 Vieja pasando Tomás Berreta",320,S,N,planes_circuitales\Maldonado.pdf
280,DBE,1027,1356,La Cuchilla,"Escuela No 98, Ruta 39 Vieja pasando Tomás Berreta",322,S,N,planes_circuitales\Maldonado.pdf
281,DBF,1,378,Rodriguez Barrios,Escuela No 53,324,S,N,planes_circuitales\Maldonado.pdf
282,DBF,379,734,Rodriguez Barrios,Escuela No 53,324,S,N,planes_circuitales\Maldonado.pdf
283,DBF,735,1069,Rodriguez Barrios,Comunal Bo. Rodriguez Barrios,324,S,N,planes_circuitales\Maldonado.pdf
284,DBF,1070,1406,Rodriguez Barrios,Comunal Bo. Rodriguez Barrios,327,S,N,planes_circuitales\Maldonado.pdf
285,DBG,1,414,Asturias,Comunal Asturias,365,S,N,planes_circuitales\Maldonado.pdf
286,DBG,415,815,Asturias,"Escuela No 80, Grito de Asencio y Ceberio",365,S,N,planes_circuitales\Maldonado.pdf
287,DBG,816,1197,Asturias,Escuela No 13,365,S,N,planes_circuitales\Maldonado.pdf
288,DBG,1198,1569,Asturias,Escuela No 13,366,S,N,planes_circuitales\Maldonado.pdf
289,DCA,1,6857,Pan de Azúcar,"Instituto IEPA, Leonardo Olivera C/ Ituzaingó",390,S,N,planes_circuitales\Maldonado.pdf
290,DCA,6858,8162,Pan de Azúcar,"Instituto IEPA, Leonardo Olivera C/ Ituzaingó",390,S,N,planes_circuitales\Maldonado.pdf
291,DCA,8163,8959,Pan de Azúcar,"Casa Parroquial, General Artigas",390,S,N,planes_circuitales\Maldonado.pdf
292,DCA,8960,9688,Pan de Azúcar,"Liceo, Ruta 60",390,S,N,planes_circuitales\Maldonado.pdf
293,DCA,9689,10525,Pan de Azúcar,"Liceo, Ruta 60",390,S,N,planes_circuitales\Maldonado.pdf
295,DCA,11179,11790,Pan de Azúcar,"Liceo, Ruta 60",390,S,N,planes_circuitales\Maldonado.pdf
296,DCA,11791,12395,Pan de Azúcar,"Liceo, Ruta 60",390,S,N,planes_circuitales\Maldonado.pdf
297,DCA,12396,12934,Pan de Azúcar,"Liceo, Ruta 60",390,S,N,planes_circuitales\Maldonado.pdf
298,DCA,12935,13471,Pan de Azúcar,"Escuela No 54, Enrique Brun",390,S,N,planes_circuitales\Maldonado.pdf
299,DCA,13472,13966,Pan de Azúcar,"Escuela No 78, Indio Miguel",390,S,N,planes_circuitales\Maldonado.pdf
300,DCA,13967,14416,Pan de Azúcar,"U.T.U., Félix de Lizarza",390,S,N,planes_circuitales\Maldonado.pdf
301,DCA,14417,14870,Pan de Azúcar,"U.T.U., Félix de Lizarza",390,S,N,planes_circuitales\Maldonado.pdf
302,DCA,14871,15334,Pan de Azúcar,"AJUPENPAZO, Félix de Lizarza",390,S,N,planes_circuitales\Maldonado.pdf
303,DCA,15335,15758,Pan de Azúcar,"AJUPENPAZO, Félix de Lizarza",390,S,N,planes_circuitales\Maldonado.pdf
304,DCA,15759,16179,Pan de Azúcar,"Centro Progreso, Félix de Lizarza",390,S,N,planes_circuitales\Maldonado.pdf
305,DCA,16180,16586,Pan de Azúcar,"Centro Retirados Militares, Ituzaingó",390,S,N,planes_circuitales\Maldonado.pdf
306,DCA,16587,16982,Pan de Azúcar,"Centro Retirados Militares, Ituzaingó",390,S,N,planes_circuitales\Maldonado.pdf
307,DCA,16983,17393,Pan de Azúcar,"Anexo Hospital, Fco. Bonilla",397,S,N,planes_circuitales\Maldonado.pdf
308,DCB,1,4471,Piriápolis,Casa de la Cultura,410,S,N,planes_circuitales\Maldonado.pdf
309,DCB,4472,5662,Piriápolis,Casa de la Cultura,400,S,N,planes_circuitales\Maldonado.pdf
310,DCB,5663,6633,Piriápolis,Casa de la Cultura,400,S,N,planes_circuitales\Maldonado.pdf
311,DCB,6634,7518,Piriápolis,"Liceo, Tucumán",400,S,N,planes_circuitales\Maldonado.pdf
312,DCB,7519,8279,Piriápolis,"Liceo, Tucumán",400,S,N,planes_circuitales\Maldonado.pdf
313,DCB,8280,8948,Piriápolis,"Liceo, Tucumán",400,S,N,planes_circuitales\Maldonado.pdf
314,DCB,8949,9640,Piriápolis,"Liceo, Tucumán",400,S,N,planes_circuitales\Maldonado.pdf
315,DCB,9641,10280,Piriápolis,"Liceo, Tucumán",400,S,N,planes_circuitales\Maldonado.pdf
316,DCB,10281,10946,Piriápolis,"Liceo, Tucumán",400,S,N,planes_circuitales\Maldonado.pdf
317,DCB,10947,11562,Piriápolis,"Liceo, Tucumán",400,S,N,planes_circuitales\Maldonado.pdf
318,DCB,11563,12101,Piriápolis,"Gimnasio del Liceo, Tucumán",400,S,N,planes_circuitales\Maldonado.pdf
319,DCB,12102,12673,Piriápolis,"Gimnasio del Liceo, Tucumán",400,S,N,planes_circuitales\Maldonado.pdf
320,DCB,12674,13159,Piriápolis,"Escuela No 52, Sanabria",400,S,N,planes_circuitales\Maldonado.pdf
321,DCB,13160,13637,Piriápolis,"Escuela No 52, Sanabria",400,S,N,planes_circuitales\Maldonado.pdf
322,DCB,13638,14143,Piriápolis,"Escuela No 52, Sanabria",400,S,N,planes_circuitales\Maldonado.pdf
323,DCB,14144,14618,Piriápolis,"Escuela No 52, Sanabria",400,S,N,planes_circuitales\Maldonado.pdf
324,DCB,14619,15072,Piriápolis,"Colegio San Francisco, Sanabria",400,S,N,planes_circuitales\Maldonado.pdf
DCB,15073,15526,Piriápolis,"Colegio San Francisco, Sanabria",400,S,N,,planes_circuitales\Maldonado.pdf
326.0,DCB,15527,15967,Piriápolis,"Colegio San Francisco, Sanabria",400.0,S,N,planes_circuitales\Maldonado.pdf
327.0,DCB,15968,16432,Piriápolis,"Colegio San Francisco, Sanabria",400.0,S,N,planes_circuitales\Maldonado.pdf
328.0,DCB,16433,16859,Piriápolis,"O.S.E., Avda. Artigas",400.0,S,N,planes_circuitales\Maldonado.pdf
329.0,DCB,16860,17281,Piriápolis,"Desarrollo Social, Avda. Piria No 941",400.0,S,N,planes_circuitales\Maldonado.pdf
330.0,DCB,17282,17699,Piriápolis,"Piriápolis F.C., Frente a la Terminal",400.0,S,N,planes_circuitales\Maldonado.pdf
331.0,DCB,17700,18109,Piriápolis,"Piriápolis F.C., Frente a la Terminal",400.0,S,N,planes_circuitales\Maldonado.pdf
332.0,DCB,18110,18515,Piriápolis,"A.PRO.TUR., Rambla de los Argentinos",400.0,S,N,planes_circuitales\Maldonado.pdf
333.0,DCB,18516,18923,Piriápolis,Casa Parroquial de Piriápolis,400.0,S,N,planes_circuitales\Maldonado.pdf
334.0,DCB,18924,19333,Piriápolis,"Galileo Galilei, Uruguay c/ Defensa",400.0,S,N,planes_circuitales\Maldonado.pdf
335.0,DCB,19334,19741,Piriápolis,"Galileo Galilei, Uruguay c/ Defensa",400.0,S,N,planes_circuitales\Maldonado.pdf
336.0,DCB,19742,20194,Piriápolis,"Piscina Piriápolis, Frente al Municipio",404.0,S,N,planes_circuitales\Maldonado.pdf
337.0,DCC,1,768,S. de P. de Azúcar,Escuela No 72,57.0,S,S,planes_circuitales\Maldonado.pdf
338.0,DCD,1,3055,Gregorio Aznárez,Escuela No 17,272.0,S,S,planes_circuitales\Maldonado.pdf
339.0,DCD,3056,3981,Gregorio Aznárez,Escuela No 17,272.0,S,S,planes_circuitales\Maldonado.pdf
340.0,DCD,3982,4391,Gregorio Aznárez,Escuela No 17,272.0,S,S,planes_circuitales\Maldonado.pdf
341.0,DCD,4392,4723,Gregorio Aznárez,Municipio de Solis Grande,272.0,S,S,planes_circuitales\Maldonado.pdf
342.0,DCD,4724,5025,Gregorio Aznárez,Casa de la Cultura,272.0,S,S,planes_circuitales\Maldonado.pdf
343.0,DCD,5026,5310,Gregorio Aznárez,U.T.U.  (CINE),277.0,S,S,planes_circuitales\Maldonado.pdf
344.0,DCE,1,776,Solís Arriba,Escuela No 22,69.0,S,S,planes_circuitales\Maldonado.pdf
345.0,DCF,1,1560,Las Flores,Comunal Las Flores,235.0,S,S,planes_circuitales\Maldonado.pdf
346.0,DCF,1561,1990,Las Flores,Escuela No 69,235.0,S,S,planes_circuitales\Maldonado.pdf
347.0,DCF,1991,2278,Las Flores,Escuela No 69,235.0,S,S,planes_circuitales\Maldonado.pdf
348.0,DCF,2279,2528,Las Flores,Escuela No 69,236.0,S,S,planes_circuitales\Maldonado.pdf
349.0,DCG,1,4,La Capuera,Escuela No 108,3.0,S,N,planes_circuitales\Maldonado.pdf
350.0,DDA,1,2194,Mataojo,Escuela No 30,234.0,S,S,planes_circuitales\Maldonado.pdf
351.0,DDB,1,701,Guardia Vieja,Escuela No 47. Estación Repecho,49.0,S,S,planes_circuitales\Maldonado.pdf
352.0,DDC,1,734,"CarapéCaracoles",Escuela No 20,59.0,S,S,planes_circuitales\Maldonado.pdf
,DBC,1,247,5,,,,,planes_circuitales\Maldonado.pdf
353.0,DDD,1,812,Coronilla,Escuela No 32,50.0,S,S,planes_circuitales\Maldonado.pdf
354.0,DEA,1,2104,Garzón,Casa de la Cultura,185.0,S,S,planes_circuitales\Maldonado.pdf
,DEB,1,424,G. Arriba,,3,,,planes_circuitales\Maldonado.pdf
356.0,DEC,1,1047,Izcua,Escuela No 43,102,S,S,planes_circuitales\Maldonado.pdf
357.0,DED,1,2181,La Barra,"Escuela No 19, La Barra",400,S,N,planes_circuitales\Maldonado.pdf
358.0,DED,2182,2877,La Barra,"Escuela No 19, La Barra",400,S,N,planes_circuitales\Maldonado.pdf
359.0,DED,2878,3426,La Barra,"Escuela No 19, La Barra",400,S,N,planes_circuitales\Maldonado.pdf
360.0,DED,3427,3883,La Barra,"O.S.E., Salvador Pallas y Los Romances",400,S,N,planes_circuitales\Maldonado.pdf
361.0,DED,3884,4301,La Barra,"Comunal ""El Tesoro"", Eguzquiza y Mastra",400,S,N,planes_circuitales\Maldonado.pdf
362.0,DED,4302,4695,La Barra,Of. Desconcentrada de Manantiales. Ruta 10,386,S,N,planes_circuitales\Maldonado.pdf
363.0,DEE,1,1988,Corte de la Leña,Escuela No 63,121,S,S,planes_circuitales\Maldonado.pdf
364.0,DEF,1,1059,Las Cañas,Escuela No 62,68,S,S,planes_circuitales\Maldonado.pdf
365.0,DEG,1,187,Faro de J. Ignacio,Escuela No 88,170,S,S,planes_circuitales\Maldonado.pdf
366.0,DEG,188,362,Faro de J. Ignacio,"Policlínica, Calle Schickendantz",171,S,S,planes_circuitales\Maldonado.pdf
367.0,DEH,1,420,Pago de la Paja,"Escuela No 102, Bal. Bs. As.",367,S,S,planes_circuitales\Maldonado.pdf
368.0,DEH,421,800,Pago de la Paja,"Escuela No 102, Bal. Bs. As.",367,S,S,planes_circuitales\Maldonado.pdf
369.0,DEH,801,1180,Pago de la Paja,Comunal Bal. Buenos Aires.,369,S,S,planes_circuitales\Maldonado.pdf
370.0,DFA,1,7840,Aiguá,"Municipio, 25 agosto",373,S,N,planes_circuitales\Maldonado.pdf
371.0,DFA,7841,8872,Aiguá,"Municipio, 25 agosto",373,S,N,planes_circuitales\Maldonado.pdf
372.0,DFA,8873,9561,Aiguá,"Liceo, Calle Draper",373,S,N,planes_circuitales\Maldonado.pdf
373.0,DFA,9562,10145,Aiguá,"CEDEMA, W. Ferreira Aldunate y Gral. Lavalleja",373,S,N,planes_circuitales\Maldonado.pdf
374.0,DFA,10146,10618,Aiguá,"Escuela No 9, Gral. Artigas",373,S,N,planes_circuitales\Maldonado.pdf
375.0,DFA,10619,11048,Aiguá,"Escuela No 9, Gral. Artigas",373,S,N,planes_circuitales\Maldonado.pdf
376.0,DFA,11049,11442,Aiguá,"Escuela No 9, Gral. Artigas",379,S,N,planes_circuitales\Maldonado.pdf
377.0,DFB,1,1182,Los Talas,Escuela No 67,157,S,S,planes_circuitales\Maldonado.pdf
